Make,Model,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Market Category,Vehicle Size,Vehicle Style,highway MPG,city mpg,Popularity,MSRP
Aston Martin,DB9,2014,premium unleaded (required),510.0,12.0,AUTOMATIC,rear wheel drive,2.0,"Exotic,High-Performance",Midsize,Coupe,19,13,259,185800
Suzuki,Sidekick,1998,regular unleaded,95.0,4.0,MANUAL,four wheel drive,2.0,,Compact,Convertible SUV,24,21,481,2000
Chevrolet,Silverado 1500,2016,regular unleaded,355.0,8.0,AUTOMATIC,rear wheel drive,4.0,,Large,Crew Cab Pickup,23,16,1385,43710
GMC,Sierra 1500,2015,flex-fuel (unleaded/E85),285.0,6.0,AUTOMATIC,four wheel drive,4.0,Flex Fuel,Large,Extended Cab Pickup,22,17,549,40045
Chevrolet,Avalanche,2010,flex-fuel (unleaded/E85),320.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Crossover,Flex Fuel",Large,Crew Cab Pickup,21,15,1385,35725
Toyota,Highlander Hybrid,2014,regular unleaded,280.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Hybrid",Midsize,4dr SUV,28,27,2031,49790
Mazda,CX-9,2014,regular unleaded,273.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Large,4dr SUV,22,16,586,34070
Chrysler,300,2016,regular unleaded,292.0,6.0,AUTOMATIC,rear wheel drive,4.0,Performance,Large,Sedan,31,19,1013,42690
Suzuki,XL7,2007,regular unleaded,252.0,6.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,22,16,481,27049
Audi,A4,2016,premium unleaded (required),220.0,4.0,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,Sedan,31,22,3105,38000
Suzuki,XL-7,2006,regular unleaded,185.0,6.0,AUTOMATIC,four wheel drive,4.0,,Midsize,4dr SUV,20,15,481,24899
Audi,A3,2015,premium unleaded (recommended),170.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,Luxury,Compact,Convertible,35,24,3105,44050
Honda,Odyssey,2016,regular unleaded,248.0,6.0,AUTOMATIC,front wheel drive,4.0,,Large,Passenger Minivan,28,19,2202,33500
GMC,Sierra 1500,2016,regular unleaded,355.0,8.0,AUTOMATIC,rear wheel drive,4.0,,Large,Crew Cab Pickup,23,16,549,44120
Infiniti,QX4,2002,premium unleaded (required),240.0,6.0,AUTOMATIC,four wheel drive,4.0,Luxury,Midsize,4dr SUV,17,13,190,35550
Subaru,Baja,2005,regular unleaded,165.0,4.0,MANUAL,all wheel drive,4.0,Crossover,Compact,Crew Cab Pickup,25,19,640,22345
HUMMER,H3,2008,regular unleaded,242.0,5.0,MANUAL,four wheel drive,4.0,Luxury,Midsize,4dr SUV,18,13,130,39290
Nissan,350Z,2007,regular unleaded,306.0,6.0,MANUAL,rear wheel drive,2.0,High-Performance,Compact,Coupe,25,18,2009,27900
Buick,Rainier,2005,regular unleaded,275.0,6.0,AUTOMATIC,rear wheel drive,4.0,,Midsize,4dr SUV,20,14,155,33785
Oldsmobile,Bravada,2004,regular unleaded,275.0,6.0,AUTOMATIC,all wheel drive,4.0,,Midsize,4dr SUV,19,14,26,35870
Honda,Pilot,2017,regular unleaded,280.0,6.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,27,19,2202,36455
Cadillac,ATS Coupe,2015,premium unleaded (recommended),272.0,4.0,AUTOMATIC,all wheel drive,2.0,"Luxury,Performance",Compact,Coupe,29,20,1624,40445
Audi,TT RS,2012,premium unleaded (required),360.0,5.0,MANUAL,all wheel drive,2.0,"Factory Tuner,Luxury,High-Performance",Compact,Coupe,25,18,3105,56850
Chrysler,Sebring,2009,regular unleaded,173.0,4.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Midsize,Sedan,30,21,1013,20515
Chevrolet,Malibu,2016,regular unleaded,160.0,4.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,37,27,1385,23120
Suzuki,Kizashi,2013,regular unleaded,180.0,4.0,AUTOMATIC,all wheel drive,4.0,,Midsize,Sedan,29,22,481,27199
Cadillac,Escalade ESV,2016,premium unleaded (recommended),420.0,8.0,AUTOMATIC,rear wheel drive,4.0,Luxury,Large,4dr SUV,22,15,1624,75970
Toyota,RAV4,2016,regular unleaded,176.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,29,22,2031,25750
Mitsubishi,Outlander Sport,2015,regular unleaded,168.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Compact,4dr SUV,28,23,436,21295
BMW,X1,2017,premium unleaded (required),228.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Compact,4dr SUV,31,22,3916,35100
Ford,Ranger,2009,regular unleaded,143.0,4.0,MANUAL,rear wheel drive,2.0,,Compact,Extended Cab Pickup,26,21,5657,17890
Porsche,Macan,2015,premium unleaded (required),340.0,6.0,AUTOMATED_MANUAL,all wheel drive,4.0,"Crossover,Luxury,Performance",Midsize,4dr SUV,23,17,1715,49900
Acura,ZDX,2013,premium unleaded (recommended),300.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Hatchback,Luxury",Midsize,4dr Hatchback,23,16,204,50920
Volvo,S60,2016,regular unleaded,250.0,5.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,29,20,870,43400
Oldsmobile,Eighty-Eight Royale,1993,regular unleaded,170.0,6.0,AUTOMATIC,front wheel drive,4.0,,Large,Sedan,26,17,26,2000
Dodge,Dakota,2010,regular unleaded,210.0,6.0,AUTOMATIC,four wheel drive,4.0,Flex Fuel,Compact,Crew Cab Pickup,18,14,1851,33180
Aston Martin,V8 Vantage,2015,premium unleaded (required),430.0,8.0,AUTOMATED_MANUAL,rear wheel drive,2.0,"Exotic,High-Performance",Compact,Convertible,21,14,259,138195
Volkswagen,Golf Alltrack,2017,regular unleaded,170.0,4.0,AUTOMATED_MANUAL,all wheel drive,4.0,Crossover,Compact,Wagon,30,22,873,32890
Nissan,Rogue Select,2015,regular unleaded,170.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,27,22,2009,21500
Mazda,2,2014,regular unleaded,100.0,4.0,AUTOMATIC,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,34,28,586,15560
Audi,A4,2016,premium unleaded (required),220.0,4.0,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,Sedan,31,22,3105,40100
Ford,E-Series Van,2012,flex-fuel (unleaded/E85),225.0,8.0,AUTOMATIC,rear wheel drive,3.0,Flex Fuel,Midsize,Cargo Van,17,13,5657,27630
Infiniti,Q70,2014,premium unleaded (recommended),360.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Hybrid",Large,Sedan,34,29,190,55650
Subaru,B9 Tribeca,2006,premium unleaded (required),250.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,21,16,640,34195
Toyota,Sienna,2016,regular unleaded,266.0,6.0,AUTOMATIC,front wheel drive,4.0,,Large,Passenger Minivan,25,18,2031,41900
Maybach,57,2010,premium unleaded (required),543.0,12.0,AUTOMATIC,rear wheel drive,4.0,"Exotic,Luxury",Large,Sedan,16,10,67,366000
Dodge,RAM 150,1991,regular unleaded,170.0,8.0,MANUAL,four wheel drive,2.0,,Large,Extended Cab Pickup,13,10,1851,2000
Audi,A3,2017,premium unleaded (recommended),220.0,4.0,AUTOMATED_MANUAL,all wheel drive,2.0,Luxury,Compact,Convertible,34,25,3105,43550
Chevrolet,Monte Carlo,2007,flex-fuel (unleaded/E85),211.0,6.0,AUTOMATIC,front wheel drive,2.0,Flex Fuel,Midsize,Coupe,29,19,1385,22625
Chevrolet,Silverado 1500 Hybrid,2013,regular unleaded,332.0,8.0,AUTOMATIC,rear wheel drive,4.0,Hybrid,Large,Crew Cab Pickup,23,20,1385,41135
Maserati,GranSport,2006,premium unleaded (required),401.0,8.0,AUTOMATIC,rear wheel drive,2.0,"Exotic,Factory Tuner,Luxury,High-Performance",Compact,Coupe,18,11,238,104122
Nissan,370Z,2016,premium unleaded (required),350.0,6.0,AUTOMATIC,rear wheel drive,2.0,"Factory Tuner,High-Performance",Compact,Coupe,26,19,2009,46790
Lexus,GS 200t,2016,premium unleaded (required),241.0,4.0,AUTOMATIC,rear wheel drive,4.0,Luxury,Midsize,Sedan,33,22,454,45615
Volvo,940,1994,regular unleaded,162.0,4.0,AUTOMATIC,rear wheel drive,4.0,Luxury,Midsize,Wagon,22,17,870,2000
BMW,M5,2015,premium unleaded (required),560.0,8.0,AUTOMATED_MANUAL,rear wheel drive,4.0,"Factory Tuner,Luxury,High-Performance",Large,Sedan,20,14,3916,93600
Suzuki,Verona,2005,regular unleaded,155.0,6.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,25,18,481,17549
Suzuki,Grand Vitara,2011,regular unleaded,166.0,4.0,AUTOMATIC,rear wheel drive,4.0,Crossover,Compact,4dr SUV,25,19,481,23449
Lincoln,MKZ,2017,regular unleaded,,4.0,AUTOMATIC,front wheel drive,4.0,"Luxury,Hybrid",Midsize,Sedan,38,41,61,36760
Volkswagen,Jetta GLI,2013,premium unleaded (recommended),210.0,4.0,MANUAL,front wheel drive,4.0,Performance,Midsize,Sedan,33,22,873,24170
Volkswagen,Rabbit,2008,regular unleaded,170.0,5.0,AUTOMATIC,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,29,21,873,18650
Ford,Edge,2017,premium unleaded (recommended),245.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,29,21,5657,28950
Maserati,Ghibli,2015,premium unleaded (required),345.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Exotic,Luxury,High-Performance",Midsize,Sedan,25,15,238,69800
Mitsubishi,Eclipse,2010,premium unleaded (recommended),265.0,6.0,MANUAL,front wheel drive,2.0,"Hatchback,Performance",Compact,2dr Hatchback,25,16,436,28089
GMC,Sierra 1500 Classic,2007,flex-fuel (unleaded/E85),295.0,8.0,AUTOMATIC,four wheel drive,4.0,Flex Fuel,Large,Extended Cab Pickup,17,13,549,28790
Tesla,Model S,2015,electric,,0.0,DIRECT_DRIVE,all wheel drive,4.0,"Exotic,High-Performance",Large,Sedan,106,95,1391,85000
Ferrari,360,2004,premium unleaded (required),400.0,8.0,AUTOMATED_MANUAL,rear wheel drive,2.0,"Exotic,High-Performance",Compact,Convertible,15,10,2774,180408
GMC,Acadia,2017,regular unleaded,194.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,26,21,549,35070
Toyota,Venza,2014,regular unleaded,181.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,Wagon,26,20,2031,29400
Dodge,RAM 150,1993,regular unleaded,180.0,6.0,MANUAL,four wheel drive,2.0,,Large,Regular Cab Pickup,16,11,1851,2000
Dodge,Intrepid,2002,regular unleaded,234.0,6.0,AUTOMATIC,front wheel drive,4.0,,Large,Sedan,24,16,1851,22970
Audi,S6,2016,premium unleaded (required),450.0,8.0,AUTOMATED_MANUAL,all wheel drive,4.0,"Factory Tuner,Luxury,High-Performance",Midsize,Sedan,27,18,3105,75300
Mazda,B-Series Pickup,1998,regular unleaded,150.0,6.0,MANUAL,rear wheel drive,2.0,,Compact,Extended Cab Pickup,21,15,586,2756
Chevrolet,Express,2014,flex-fuel (unleaded/E85),310.0,8.0,AUTOMATIC,rear wheel drive,3.0,Flex Fuel,Midsize,Passenger Van,17,13,1385,30970
Ford,F-250,1997,regular unleaded,220.0,8.0,MANUAL,rear wheel drive,3.0,,Large,Extended Cab Pickup,17,12,5657,3241
Hyundai,XG350,2004,regular unleaded,194.0,6.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,24,15,1439,25599
BMW,3 Series Gran Turismo,2017,premium unleaded (required),320.0,6.0,AUTOMATIC,all wheel drive,4.0,"Hatchback,Luxury,Performance",Midsize,4dr Hatchback,30,20,3916,49650
Buick,LaCrosse,2016,flex-fuel (unleaded/E85),304.0,6.0,AUTOMATIC,front wheel drive,4.0,"Flex Fuel,Performance",Large,Sedan,28,18,155,38200
Ford,F-150 Heritage,2004,regular unleaded,231.0,8.0,AUTOMATIC,rear wheel drive,4.0,,Large,Extended Cab Pickup,18,14,5657,25460
Toyota,FJ Cruiser,2014,regular unleaded,260.0,6.0,MANUAL,four wheel drive,4.0,,Midsize,4dr SUV,18,15,2031,28860
BMW,4 Series,2017,premium unleaded (recommended),320.0,6.0,AUTOMATIC,rear wheel drive,2.0,"Luxury,Performance",Midsize,Convertible,29,21,3916,57300
Honda,CR-V,2015,regular unleaded,185.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Compact,4dr SUV,34,27,2202,23445
Ford,Ranger,2009,regular unleaded,143.0,4.0,MANUAL,rear wheel drive,2.0,,Compact,Regular Cab Pickup,26,21,5657,18805
Toyota,Tundra,2017,regular unleaded,310.0,8.0,AUTOMATIC,rear wheel drive,4.0,,Large,Extended Cab Pickup,19,15,2031,30020
Hyundai,Equus,2016,premium unleaded (recommended),429.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,High-Performance",Large,Sedan,23,15,1439,68750
Honda,CR-V,2016,regular unleaded,185.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Compact,4dr SUV,33,26,2202,29945
Scion,FR-S,2016,premium unleaded (required),200.0,4.0,MANUAL,rear wheel drive,2.0,Performance,Compact,Coupe,30,22,105,25305
Volkswagen,Beetle Convertible,2014,diesel,140.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,Diesel,Compact,Convertible,41,28,873,32755
Ford,Probe,1995,regular unleaded,118.0,4.0,MANUAL,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,30,23,5657,2000
BMW,X6 M,2017,premium unleaded (required),567.0,8.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Factory Tuner,Luxury,High-Performance",Midsize,4dr SUV,19,14,3916,102200
Infiniti,Q50,2017,premium unleaded (required),208.0,4.0,AUTOMATIC,rear wheel drive,4.0,Luxury,Midsize,Sedan,31,23,190,38400
Chevrolet,Sonic,2015,regular unleaded,138.0,4.0,MANUAL,front wheel drive,4.0,,Compact,Sedan,40,29,1385,18235
Volvo,XC60,2015,regular unleaded,250.0,5.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,25,18,870,37900
Scion,iQ,2014,regular unleaded,94.0,4.0,AUTOMATIC,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,37,36,105,15665
Kia,Optima,2014,regular unleaded,192.0,4.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,34,23,1720,23950
Suzuki,Esteem,2001,regular unleaded,122.0,4.0,AUTOMATIC,front wheel drive,4.0,,Compact,Sedan,30,23,481,14199
Dodge,Dart,2014,regular unleaded,184.0,4.0,MANUAL,front wheel drive,4.0,,Midsize,Sedan,35,22,1851,18595
Nissan,Truck,1996,regular unleaded,134.0,4.0,MANUAL,four wheel drive,2.0,,Compact,Extended Cab Pickup,18,15,2009,2647
Volkswagen,GLI,2012,premium unleaded (recommended),200.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Performance,Midsize,Sedan,32,24,873,26895
Honda,Accord,2016,regular unleaded,185.0,4.0,AUTOMATIC,front wheel drive,2.0,,Midsize,Coupe,35,26,2202,25725
Mercedes-Benz,GLE-Class,2016,diesel,201.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Diesel",Midsize,4dr SUV,29,22,617,52500
Buick,Skylark,1997,regular unleaded,155.0,6.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,26,18,155,2000
Kia,Rondo,2008,regular unleaded,162.0,4.0,AUTOMATIC,front wheel drive,4.0,,Compact,Wagon,26,19,1720,16395
Infiniti,M,2012,premium unleaded (required),420.0,8.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Large,Sedan,23,16,190,61700
Volvo,S60,2016,regular unleaded,325.0,6.0,AUTOMATIC,all wheel drive,4.0,"Luxury,High-Performance",Midsize,Sedan,27,18,870,44200
Volkswagen,GTI,2012,premium unleaded (recommended),200.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,"Hatchback,Performance",Compact,4dr Hatchback,33,24,873,29545
Audi,A3,2016,diesel,150.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,"Diesel,Luxury",Compact,Sedan,43,31,3105,33200
Land Rover,Range Rover,2016,diesel,254.0,6.0,AUTOMATIC,four wheel drive,4.0,"Diesel,Luxury",Large,4dr SUV,29,22,258,93450
Cadillac,CT6,2016,regular unleaded,335.0,6.0,AUTOMATIC,all wheel drive,4.0,"Luxury,High-Performance",Large,Sedan,27,18,1624,60395
Ford,Mustang,2017,premium unleaded (recommended),435.0,8.0,MANUAL,rear wheel drive,2.0,Performance,Midsize,Coupe,25,15,5657,36645
Toyota,Tacoma,2016,regular unleaded,278.0,6.0,AUTOMATIC,four wheel drive,4.0,,Compact,Crew Cab Pickup,23,18,2031,34090
Toyota,Sienna,2016,regular unleaded,266.0,6.0,AUTOMATIC,front wheel drive,4.0,,Large,Passenger Minivan,25,18,2031,35410
Nissan,Pathfinder,2015,regular unleaded,260.0,6.0,AUTOMATIC,four wheel drive,4.0,Crossover,Large,4dr SUV,26,19,2009,43250
Suzuki,Forenza,2008,regular unleaded,127.0,4.0,MANUAL,front wheel drive,4.0,,Compact,Sedan,28,20,481,14489
Infiniti,G37,2009,premium unleaded (required),325.0,6.0,MANUAL,rear wheel drive,2.0,"Luxury,Performance",Midsize,Convertible,24,16,190,43900
Volkswagen,Routan,2010,regular unleaded,197.0,6.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Passenger Minivan,23,16,873,33600
Ford,Transit Wagon,2016,flex-fuel (unleaded/E85),275.0,6.0,AUTOMATIC,rear wheel drive,3.0,Flex Fuel,Midsize,Passenger Van,19,14,5657,34620
Volkswagen,Beetle Convertible,2014,premium unleaded (recommended),210.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,Performance,Compact,Convertible,29,23,873,30495
Lincoln,MKZ,2017,premium unleaded (recommended),245.0,4.0,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,Sedan,28,20,61,36900
Toyota,Previa,1995,regular unleaded,161.0,4.0,AUTOMATIC,rear wheel drive,3.0,,Compact,Passenger Minivan,20,16,2031,2000
Audi,A6,2016,diesel,240.0,6.0,AUTOMATIC,all wheel drive,4.0,"Diesel,Luxury",Midsize,Sedan,38,25,3105,63700
Cadillac,XLR,2007,regular unleaded,320.0,8.0,AUTOMATIC,rear wheel drive,2.0,Luxury,Compact,Convertible,24,15,1624,78335
Ford,Mustang SVT Cobra,1998,regular unleaded,305.0,8.0,MANUAL,rear wheel drive,2.0,"Factory Tuner,Performance",Compact,Convertible,24,16,5657,4059
Dodge,Challenger,2017,regular unleaded,375.0,8.0,MANUAL,rear wheel drive,2.0,High-Performance,Large,Coupe,23,15,1851,35890
GMC,S-15,1990,regular unleaded,160.0,6.0,MANUAL,four wheel drive,2.0,,Compact,Regular Cab Pickup,19,15,549,2000
Dodge,Ram Pickup 1500,2008,regular unleaded,345.0,8.0,AUTOMATIC,four wheel drive,4.0,,Large,Crew Cab Pickup,17,13,1851,36980
Land Rover,Freelander,2004,regular unleaded,174.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Compact,4dr SUV,19,16,258,28330
Chrysler,200,2017,flex-fuel (unleaded/E85),295.0,6.0,AUTOMATIC,all wheel drive,4.0,"Flex Fuel,Performance",Midsize,Sedan,28,18,1013,29905
Lincoln,LS,2006,regular unleaded,280.0,8.0,AUTOMATIC,rear wheel drive,4.0,Luxury,Midsize,Sedan,23,16,61,39285
Lexus,RX 400h,2007,regular unleaded,268.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Hybrid",Midsize,4dr SUV,25,27,454,42580
Aston Martin,Vanquish,2016,premium unleaded (required),568.0,12.0,AUTOMATIC,rear wheel drive,2.0,"Exotic,High-Performance",Midsize,Coupe,21,13,259,302695
Hyundai,Santa Fe,2015,regular unleaded,290.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,24,18,1439,36000
Toyota,Tercel,1997,regular unleaded,93.0,4.0,MANUAL,front wheel drive,2.0,,Compact,Coupe,35,28,2031,2000
Toyota,Tundra,2016,flex-fuel (unleaded/E85),381.0,8.0,AUTOMATIC,rear wheel drive,4.0,Flex Fuel,Large,Extended Cab Pickup,18,13,2031,31170
Chevrolet,Impala,2015,flex-fuel (unleaded/natural gas),,6.0,AUTOMATIC,front wheel drive,4.0,"Flex Fuel,Performance",Large,Sedan,25,17,1385,40660
Toyota,Celica,2005,premium unleaded (required),180.0,4.0,AUTOMATIC,front wheel drive,2.0,"Hatchback,Performance",Compact,2dr Hatchback,28,22,2031,23035
Subaru,Tribeca,2014,regular unleaded,256.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,21,16,640,34095
Acura,ILX,2016,premium unleaded (recommended),201.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Luxury,Compact,Sedan,36,25,204,29900
Rolls-Royce,Corniche,2001,premium unleaded (required),325.0,8.0,AUTOMATIC,rear wheel drive,2.0,"Exotic,Luxury",Large,Convertible,15,10,86,359990
BMW,X3,2017,diesel,180.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Diesel",Midsize,4dr SUV,34,27,3916,42750
Mazda,2,2013,regular unleaded,100.0,4.0,MANUAL,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,35,29,586,14720
Volkswagen,Jetta,2015,regular unleaded,115.0,4.0,MANUAL,front wheel drive,4.0,,Midsize,Sedan,34,25,873,17325
Acura,Integra,2000,regular unleaded,170.0,4.0,MANUAL,front wheel drive,2.0,"Hatchback,Luxury,Performance",Compact,2dr Hatchback,28,22,204,3652
Ford,Shelby GT500,2013,premium unleaded (required),662.0,8.0,MANUAL,rear wheel drive,2.0,"Factory Tuner,High-Performance",Midsize,Coupe,24,15,5657,54200
Hyundai,Sonata,2017,regular unleaded,185.0,4.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,36,25,1439,27150
Volkswagen,Cabrio,2002,regular unleaded,115.0,4.0,AUTOMATIC,front wheel drive,2.0,,Compact,Convertible,27,20,873,20475
Lincoln,Town Car,2011,flex-fuel (unleaded/E85),239.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Flex Fuel,Luxury",Large,Sedan,24,16,61,52895
Ford,Bronco II,1990,regular unleaded,140.0,6.0,MANUAL,four wheel drive,2.0,,Compact,2dr SUV,20,15,5657,2000
Volkswagen,Tiguan,2017,premium unleaded (recommended),200.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Compact,4dr SUV,24,20,873,32070
Acura,MDX,2016,premium unleaded (recommended),290.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,26,19,204,55230
Mercedes-Benz,C-Class,2016,premium unleaded (required),241.0,4.0,AUTOMATIC,rear wheel drive,4.0,Luxury,Midsize,Sedan,34,25,617,41125
Bentley,Continental Supersports Convertible,2011,flex-fuel (premium unleaded required/E85),621.0,12.0,AUTOMATIC,all wheel drive,2.0,"Exotic,Flex Fuel,Factory Tuner,Luxury,High-Performance",Midsize,Convertible,19,12,520,280400
Lamborghini,Murcielago,2008,premium unleaded (required),632.0,12.0,AUTOMATED_MANUAL,all wheel drive,2.0,"Exotic,High-Performance",Compact,Convertible,14,9,1158,378200
Volkswagen,GTI,2012,premium unleaded (recommended),200.0,4.0,MANUAL,front wheel drive,2.0,"Hatchback,Performance",Compact,2dr Hatchback,31,21,873,23995
Toyota,Tundra,2017,regular unleaded,381.0,8.0,AUTOMATIC,rear wheel drive,4.0,,Large,Extended Cab Pickup,18,13,2031,31620
Honda,Ridgeline,2014,regular unleaded,250.0,6.0,AUTOMATIC,four wheel drive,4.0,,Large,Crew Cab Pickup,21,15,2202,35155
Toyota,Camry Solara,2008,regular unleaded,155.0,4.0,AUTOMATIC,front wheel drive,2.0,,Midsize,Coupe,31,22,2031,23280
Volvo,740,1991,regular unleaded,162.0,4.0,MANUAL,rear wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,24,18,870,2000
Chrysler,Le Baron,1995,regular unleaded,141.0,6.0,AUTOMATIC,front wheel drive,2.0,,Compact,Convertible,26,18,1013,2000
GMC,Sierra 1500,2017,regular unleaded,355.0,8.0,AUTOMATIC,rear wheel drive,4.0,,Large,Crew Cab Pickup,23,16,549,41420
BMW,2 Series,2016,premium unleaded (required),240.0,4.0,AUTOMATIC,all wheel drive,2.0,"Luxury,Performance",Compact,Coupe,35,23,3916,34850
Chevrolet,TrailBlazer,2007,premium unleaded (required),395.0,8.0,AUTOMATIC,all wheel drive,4.0,"Factory Tuner,Performance",Midsize,4dr SUV,16,12,1385,37125
Honda,Crosstour,2014,regular unleaded,278.0,6.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Hatchback",Midsize,4dr Hatchback,30,20,2202,35790
Ford,F-250,1999,regular unleaded,220.0,8.0,MANUAL,four wheel drive,4.0,,Large,Extended Cab Pickup,16,12,5657,3572
Ford,Edge,2016,premium unleaded (recommended),245.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,30,20,5657,31790
Tesla,Model S,2016,electric,,0.0,DIRECT_DRIVE,all wheel drive,4.0,"Exotic,High-Performance",Large,Sedan,100,91,1391,112000
Chrysler,Aspen,2007,regular unleaded,235.0,8.0,AUTOMATIC,rear wheel drive,4.0,Flex Fuel,Large,4dr SUV,17,13,1013,30935
Mazda,CX-7,2011,regular unleaded,161.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,28,20,586,26390
Buick,Regal,2016,premium unleaded (recommended),259.0,4.0,AUTOMATIC,all wheel drive,4.0,Performance,Midsize,Sedan,27,19,155,36490
Volvo,C30,2011,premium unleaded (recommended),227.0,5.0,MANUAL,front wheel drive,2.0,"Hatchback,Luxury,Performance",Compact,2dr Hatchback,29,21,870,27100
Mazda,CX-5,2015,regular unleaded,184.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,30,24,586,29220
Aston Martin,V12 Vantage,2012,premium unleaded (required),510.0,12.0,MANUAL,rear wheel drive,2.0,"Exotic,High-Performance",Compact,Coupe,17,11,259,180535
